indicator,type,first_seen,source,confidence,family,status,notes,case
ElementShift.azurewebsites.net,domain,2026-02/2026-04,https://unit42.paloaltonetworks.com/tracking-iran-apt-screening-serpens/,High,minifast,PRIMARY,Unit 42 Screening Serpens C2/lure Azure host NOT OBSERVED by ETW.,minifast
ThemesManagers.azurewebsites.net,domain,2026-02/2026-04,https://unit42.paloaltonetworks.com/tracking-iran-apt-screening-serpens/,High,minifast,PRIMARY,Unit 42 Screening Serpens C2/lure Azure host NOT OBSERVED by ETW.,minifast
ThemesProviderManagers.azurewebsites.net,domain,2026-02/2026-04,https://unit42.paloaltonetworks.com/tracking-iran-apt-screening-serpens/,High,minifast,PRIMARY,Unit 42 Screening Serpens C2/lure Azure host NOT OBSERVED by ETW.,minifast
docspace-twpf0e.onlyoffice.com,domain,2026-02/2026-04,https://unit42.paloaltonetworks.com/tracking-iran-apt-screening-serpens/,High,minifast,PRIMARY,Unit 42 staging / lure OnlyOffice host NOT OBSERVED by ETW.,minifast
2117.filemail.com,domain,2026-02/2026-04,https://unit42.paloaltonetworks.com/tracking-iran-apt-screening-serpens/,High,minifast,PRIMARY,Unit 42 Filemail delivery API host NOT OBSERVED by ETW.,minifast
0291ef318576953f7f3fe287e7775ed1d7c3206119dc7b9cd6d85c02779e6e40,sha256,2026,https://research.checkpoint.com/2026/fast-and-furious-nimbus-manticore-operations-during-the-iranian-conflict/,High,minifast,PRIMARY,PRIMARY freeze (Check Point / Unit42 / Cyberveille) SHA-256 NOT OBSERVED by ETW.,minifast
332ba2f0297dfb1599adecc3e9067893e7cf243aa23aedce4906ca4c4a805740,sha256,2026,https://research.checkpoint.com/2026/fast-and-furious-nimbus-manticore-operations-during-the-iranian-conflict/,High,minifast,PRIMARY,PRIMARY freeze (Check Point / Unit42 / Cyberveille) SHA-256 NOT OBSERVED by ETW.,minifast
485f182f7b74ea4013b2539275a95d21e3a9bf0082c331937af9353a324b36f3,sha256,2026,https://research.checkpoint.com/2026/fast-and-furious-nimbus-manticore-operations-during-the-iranian-conflict/,High,minifast,PRIMARY,PRIMARY freeze (Check Point / Unit42 / Cyberveille) SHA-256 NOT OBSERVED by ETW.,minifast
5c3362d20229597d11380f56d1f2eb39647fb6afad7be8392a7abcd18dff12f8,sha256,2026,https://research.checkpoint.com/2026/fast-and-furious-nimbus-manticore-operations-during-the-iranian-conflict/,High,minifast,PRIMARY,PRIMARY freeze (Check Point / Unit42 / Cyberveille) SHA-256 NOT OBSERVED by ETW.,minifast
5c3362d202295c97dd11380f56d1fe2eba3e9647fb6afaed7be8392a7abcd1f8,sha256,2026,https://research.checkpoint.com/2026/fast-and-furious-nimbus-manticore-operations-during-the-iranian-conflict/,High,minifast,PRIMARY,PRIMARY freeze (Check Point / Unit42 / Cyberveille) SHA-256 NOT OBSERVED by ETW.,minifast
64530d7e6ee30e4a66d9eeed6b8595c33fd72f5f73409133ca40539e5695df4c,sha256,2026,https://research.checkpoint.com/2026/fast-and-furious-nimbus-manticore-operations-during-the-iranian-conflict/,High,minifast,PRIMARY,PRIMARY freeze (Check Point / Unit42 / Cyberveille) SHA-256 NOT OBSERVED by ETW.,minifast
8808c794c243674384f183e4be94187f6f1d3ecd0c8db2eb43b10d238084d1d2,sha256,2026,https://research.checkpoint.com/2026/fast-and-furious-nimbus-manticore-operations-during-the-iranian-conflict/,High,minifast,PRIMARY,PRIMARY freeze (Check Point / Unit42 / Cyberveille) SHA-256 NOT OBSERVED by ETW.,minifast
8e33c619507605b9d41e39b728eb6476f707a8ad313641e09cdb94a784fccaa4,sha256,2026,https://research.checkpoint.com/2026/fast-and-furious-nimbus-manticore-operations-during-the-iranian-conflict/,High,minifast,PRIMARY,PRIMARY freeze (Check Point / Unit42 / Cyberveille) SHA-256 NOT OBSERVED by ETW.,minifast
a13ba3c5aff46e9daf2d23df4b3e3d49dc7236c207c56f0a1433051f3450d441,sha256,2026,https://research.checkpoint.com/2026/fast-and-furious-nimbus-manticore-operations-during-the-iranian-conflict/,High,minifast,PRIMARY,PRIMARY freeze (Check Point / Unit42 / Cyberveille) SHA-256 NOT OBSERVED by ETW.,minifast
dfa1e3137a032ee8561a1cd5e1a0f71a10bebb36aef7c336c878638a9c1239ee,sha256,2026,https://research.checkpoint.com/2026/fast-and-furious-nimbus-manticore-operations-during-the-iranian-conflict/,High,minifast,PRIMARY,PRIMARY freeze (Check Point / Unit42 / Cyberveille) SHA-256 NOT OBSERVED by ETW.,minifast
f49d66caae9ea0fd43f21f29e71a8d3e284517ed770f2aa86fa012953ad3c9ef,sha256,2026,https://research.checkpoint.com/2026/fast-and-furious-nimbus-manticore-operations-during-the-iranian-conflict/,High,minifast,PRIMARY,PRIMARY freeze (Check Point / Unit42 / Cyberveille) SHA-256 NOT OBSERVED by ETW.,minifast
f54cd38632ac9da3af3533ae93e92625cbcb04df521dbf1b6acfaa81218f9e8c,sha256,2026,https://research.checkpoint.com/2026/fast-and-furious-nimbus-manticore-operations-during-the-iranian-conflict/,High,minifast,PRIMARY,PRIMARY freeze (Check Point / Unit42 / Cyberveille) SHA-256 NOT OBSERVED by ETW.,minifast
