indicator,type,first_seen,source,confidence,family,status,notes,case
104.243.32.213,ipv4,2025/2026,https://securelist.com/okobot-framework-targets-cryptocurrency-wallets/120660/,High,okobot,PRIMARY,SSH bot infrastructure NOT OBSERVED by ETW.,okobot
62.210.188.209,ipv4,2025/2026,https://securelist.com/okobot-framework-targets-cryptocurrency-wallets/120660/,High,okobot,PRIMARY,SSH bot infrastructure NOT OBSERVED by ETW.,okobot
%PROGRAMDATA%\HDVideo\HDUtil.exe,path,2025/2026,https://securelist.com/okobot-framework-targets-cryptocurrency-wallets/120660/,High,okobot,PRIMARY,SSH bot utility path NOT OBSERVED by ETW.,okobot
%PROGRAMDATA%\hwid.dat,path,2025/2026,https://securelist.com/okobot-framework-targets-cryptocurrency-wallets/120660/,High,okobot,PRIMARY,Host ID artifact NOT OBSERVED by ETW.,okobot
%PROGRAMDATA%\oko_ver,path,2025/2026,https://securelist.com/okobot-framework-targets-cryptocurrency-wallets/120660/,High,okobot,PRIMARY,Framework version marker NOT OBSERVED by ETW.,okobot
%USERPROFILE%\.ssh\go.bat,path,2025/2026,https://securelist.com/okobot-framework-targets-cryptocurrency-wallets/120660/,High,okobot,PRIMARY,SSH bot helper NOT OBSERVED by ETW.,okobot
ir-post.php,string,2025/2026,https://securelist.com/okobot-framework-targets-cryptocurrency-wallets/120660/,High,okobot,PRIMARY,Exfiltration endpoint for OkoSpyware/MC Keylogger artifacts NOT OBSERVED by ETW.,okobot
22tuk.digital,domain,2026,https://blog.gridinsoft.com/okobot-seed-phrase-malware/,High,okobot,PRIMARY,Gridinsoft high-confidence TookPS/OkoBot callback domain (unpublished in Securelist primary) NOT OBSERVED by ETW.,okobot
https://22tuk.digital/online/took.php,url,2026,https://blog.gridinsoft.com/okobot-seed-phrase-malware/,High,okobot,PRIMARY,TookPS JSON profile POST → iex PowerShell delivery endpoint NOT OBSERVED by ETW.,okobot
\GDrive Backup Sync,string,2026,https://blog.gridinsoft.com/okobot-seed-phrase-malware/,High,okobot,PRIMARY,Scheduled task name used with hidden Base64 PowerShell launcher (Gridinsoft) NOT OBSERVED by ETW.,okobot
30a7eeb6e5d5c50252dc133806bd1b25,md5,2026,https://securelist.com/okobot-framework-targets-cryptocurrency-wallets/120660/,High,okobot,PRIMARY,PRIMARY freeze MD5 NOT OBSERVED by ETW.,okobot
42758747b8592c683aa2b2162019ddfa,md5,2026,https://securelist.com/okobot-framework-targets-cryptocurrency-wallets/120660/,High,okobot,PRIMARY,PRIMARY freeze MD5 NOT OBSERVED by ETW.,okobot
755d128c17e6cc3971485b7e018ddb00,md5,2026,https://securelist.com/okobot-framework-targets-cryptocurrency-wallets/120660/,High,okobot,PRIMARY,PRIMARY freeze MD5 NOT OBSERVED by ETW.,okobot
37aecaec9ef57f63e1bf6aeb1b3bd5c2ee3a8ee3d32b2721e13c490193b32f1f,sha256,2026,https://securelist.com/okobot-framework-targets-cryptocurrency-wallets/120660/,High,okobot,PRIMARY,PRIMARY freeze SHA-256 NOT OBSERVED by ETW.,okobot
a0ed9c326558cfa41560bc38e6045326aa7ef7d9957d4134d394d464e3fdc05e,sha256,2026,https://securelist.com/okobot-framework-targets-cryptocurrency-wallets/120660/,High,okobot,PRIMARY,PRIMARY freeze SHA-256 NOT OBSERVED by ETW.,okobot
