evidence_id,family,indicator,observation_type,value,collected_utc,collection_mechanism,originating_service,original_query,raw_response_ref,sha256,provenance,confidence,relationship_type,first_seen,last_seen,asn,notes
NRB-PO-0008,NodeRabbit,msmanagementgrpmedia.com,rdap,http_status=200,2026-09-19T18:40:16Z,HTTP GET rdap.org/domain/{domain},rdap.org,msmanagementgrpmedia.com,evidence/passive-observations/rdap/noderabbit/rdap_msmanagementgrpmedia.com_2026-09-19T184016Z.json,9c466ca19550e1c1e40bd5a1c1e9efee4266935f5bfdbc3eacdfad30bc9d57f2,OBSERVED_PASSIVE,Moderate,OBSERVED_PASSIVE,,,,RDAP retrieval only. Not attribution. Registrar/CDN facts â‰  actor ownership.
NRB-PO-0009,NodeRabbit,plugplay.azurewebsites.net,ct,cert_count=0,2026-09-19T18:40:16Z,HTTP GET crt.sh output=json,crt.sh,plugplay.azurewebsites.net,evidence/passive-observations/certificate-transparency/noderabbit/ct_plugplay.azurewebsites.net_2026-09-19T184016Z.json,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,OBSERVED_PASSIVE,Moderate,OBSERVED_PASSIVE,,,,CT certificates observed for query=plugplay.azurewebsites.net; count=0. OBSERVED_PASSIVE fact only â€” does not establish actor ownership.
NRB-PO-0010,NodeRabbit,plugplay.azurewebsites.net,rdap,http_status=404,2026-09-19T18:40:16Z,HTTP GET rdap.org/domain/{domain},rdap.org,plugplay.azurewebsites.net,evidence/passive-observations/rdap/noderabbit/rdap_plugplay.azurewebsites.net_2026-09-19T184016Z.json,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,OBSERVED_PASSIVE,Low,OBSERVED_PASSIVE,,,,RDAP retrieval only. Not attribution. Registrar/CDN facts â‰  actor ownership.
NRB-PO-0011,NodeRabbit,rgbteller.azurewebsites.net,ct,cert_count=0,2026-09-19T18:40:16Z,HTTP GET crt.sh output=json,crt.sh,rgbteller.azurewebsites.net,evidence/passive-observations/certificate-transparency/noderabbit/ct_rgbteller.azurewebsites.net_2026-09-19T184016Z.json,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,OBSERVED_PASSIVE,Moderate,OBSERVED_PASSIVE,,,,CT certificates observed for query=rgbteller.azurewebsites.net; count=0. OBSERVED_PASSIVE fact only â€” does not establish actor ownership.
NRB-PO-0012,NodeRabbit,rgbteller.azurewebsites.net,rdap,http_status=404,2026-09-19T18:40:16Z,HTTP GET rdap.org/domain/{domain},rdap.org,rgbteller.azurewebsites.net,evidence/passive-observations/rdap/noderabbit/rdap_rgbteller.azurewebsites.net_2026-09-19T184016Z.json,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,OBSERVED_PASSIVE,Low,OBSERVED_PASSIVE,,,,RDAP retrieval only. Not attribution. Registrar/CDN facts â‰  actor ownership.
NRB-PO-0013,NodeRabbit,wslwebui.azurewebsites.net,ct,fetch_status=502,2026-09-19T18:40:16Z,HTTP GET crt.sh output=json,crt.sh,wslwebui.azurewebsites.net,evidence/passive-observations/certificate-transparency/noderabbit/ct_wslwebui.azurewebsites.net_2026-09-19T184016Z.json,61b30d408583991fd69f3dec694e154cb652471e663328ad9c8482c9021ab5db,OBSERVED_PASSIVE,Low,OBSERVED_PASSIVE,,,,CT query attempted; response not usable JSON. Not attribution. Not PRIMARY-SOURCE.
NRB-PO-0014,NodeRabbit,wslwebui.azurewebsites.net,rdap,http_status=404,2026-09-19T18:40:16Z,HTTP GET rdap.org/domain/{domain},rdap.org,wslwebui.azurewebsites.net,evidence/passive-observations/rdap/noderabbit/rdap_wslwebui.azurewebsites.net_2026-09-19T184016Z.json,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,OBSERVED_PASSIVE,Low,OBSERVED_PASSIVE,,,,RDAP retrieval only. Not attribution. Registrar/CDN facts â‰  actor ownership.
NRB-PO-0015,NodeRabbit,kyrasey-f8hfexa5cqamh7fk.westeurope-01.azurewebsites.net,ct,cert_count=0,2026-09-19T18:40:16Z,HTTP GET crt.sh output=json,crt.sh,kyrasey-f8hfexa5cqamh7fk.westeurope-01.azurewebsites.net,evidence/passive-observations/certificate-transparency/noderabbit/ct_kyrasey-f8hfexa5cqamh7fk.westeurope-01.azurewebsites.net_2026-09-19T184016Z.json,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,OBSERVED_PASSIVE,Moderate,OBSERVED_PASSIVE,,,,CT certificates observed for query=kyrasey-f8hfexa5cqamh7fk.westeurope-01.azurewebsites.net; count=0. OBSERVED_PASSIVE fact only â€” does not establish actor ownership.
NRB-PO-0016,NodeRabbit,kyrasey-f8hfexa5cqamh7fk.westeurope-01.azurewebsites.net,rdap,http_status=404,2026-09-19T18:40:16Z,HTTP GET rdap.org/domain/{domain},rdap.org,kyrasey-f8hfexa5cqamh7fk.westeurope-01.azurewebsites.net,evidence/passive-observations/rdap/noderabbit/rdap_kyrasey-f8hfexa5cqamh7fk.westeurope-01.azurewebsites.net_2026-09-19T184016Z.json,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,OBSERVED_PASSIVE,Low,OBSERVED_PASSIVE,,,,RDAP retrieval only. Not attribution. Registrar/CDN facts â‰  actor ownership.
NRB-PO-0017,NodeRabbit,naturalapplication.azurewebsites.net,ct,fetch_status=502,2026-09-19T18:40:16Z,HTTP GET crt.sh output=json,crt.sh,naturalapplication.azurewebsites.net,evidence/passive-observations/certificate-transparency/noderabbit/ct_naturalapplication.azurewebsites.net_2026-09-19T184016Z.json,61b30d408583991fd69f3dec694e154cb652471e663328ad9c8482c9021ab5db,OBSERVED_PASSIVE,Low,OBSERVED_PASSIVE,,,,CT query attempted; response not usable JSON. Not attribution. Not PRIMARY-SOURCE.
NRB-PO-0018,NodeRabbit,naturalapplication.azurewebsites.net,rdap,http_status=404,2026-09-19T18:40:16Z,HTTP GET rdap.org/domain/{domain},rdap.org,naturalapplication.azurewebsites.net,evidence/passive-observations/rdap/noderabbit/rdap_naturalapplication.azurewebsites.net_2026-09-19T184016Z.json,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,OBSERVED_PASSIVE,Low,OBSERVED_PASSIVE,,,,RDAP retrieval only. Not attribution. Registrar/CDN facts â‰  actor ownership.
NRB-PO-0019,NodeRabbit,retaildemo.azurewebsites.net,ct,cert_count=0,2026-09-19T18:40:16Z,HTTP GET crt.sh output=json,crt.sh,retaildemo.azurewebsites.net,evidence/passive-observations/certificate-transparency/noderabbit/ct_retaildemo.azurewebsites.net_2026-09-19T184016Z.json,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,OBSERVED_PASSIVE,Moderate,OBSERVED_PASSIVE,,,,CT certificates observed for query=retaildemo.azurewebsites.net; count=0. OBSERVED_PASSIVE fact only â€” does not establish actor ownership.
NRB-PO-0020,NodeRabbit,retaildemo.azurewebsites.net,rdap,http_status=404,2026-09-19T18:40:16Z,HTTP GET rdap.org/domain/{domain},rdap.org,retaildemo.azurewebsites.net,evidence/passive-observations/rdap/noderabbit/rdap_retaildemo.azurewebsites.net_2026-09-19T184016Z.json,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,OBSERVED_PASSIVE,Low,OBSERVED_PASSIVE,,,,RDAP retrieval only. Not attribution. Registrar/CDN facts â‰  actor ownership.
NRB-PO-0021,NodeRabbit,tubitak.azurewebsites.net,ct,cert_count=0,2026-09-19T18:40:16Z,HTTP GET crt.sh output=json,crt.sh,tubitak.azurewebsites.net,evidence/passive-observations/certificate-transparency/noderabbit/ct_tubitak.azurewebsites.net_2026-09-19T184016Z.json,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,OBSERVED_PASSIVE,Moderate,OBSERVED_PASSIVE,,,,CT certificates observed for query=tubitak.azurewebsites.net; count=0. OBSERVED_PASSIVE fact only â€” does not establish actor ownership.
NRB-PO-0022,NodeRabbit,tubitak.azurewebsites.net,rdap,http_status=404,2026-09-19T18:40:16Z,HTTP GET rdap.org/domain/{domain},rdap.org,tubitak.azurewebsites.net,evidence/passive-observations/rdap/noderabbit/rdap_tubitak.azurewebsites.net_2026-09-19T184016Z.json,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,OBSERVED_PASSIVE,Low,OBSERVED_PASSIVE,,,,RDAP retrieval only. Not attribution. Registrar/CDN facts â‰  actor ownership.
NRB-PO-0023,NodeRabbit,crossdwm.azurewebsites.net,ct,cert_count=0,2026-09-19T18:40:16Z,HTTP GET crt.sh output=json,crt.sh,crossdwm.azurewebsites.net,evidence/passive-observations/certificate-transparency/noderabbit/ct_crossdwm.azurewebsites.net_2026-09-19T184016Z.json,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,OBSERVED_PASSIVE,Moderate,OBSERVED_PASSIVE,,,,CT certificates observed for query=crossdwm.azurewebsites.net; count=0. OBSERVED_PASSIVE fact only â€” does not establish actor ownership.
NRB-PO-0024,NodeRabbit,crossdwm.azurewebsites.net,rdap,http_status=404,2026-09-19T18:40:16Z,HTTP GET rdap.org/domain/{domain},rdap.org,crossdwm.azurewebsites.net,evidence/passive-observations/rdap/noderabbit/rdap_crossdwm.azurewebsites.net_2026-09-19T184016Z.json,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,OBSERVED_PASSIVE,Low,OBSERVED_PASSIVE,,,,RDAP retrieval only. Not attribution. Registrar/CDN facts â‰  actor ownership.
NRB-PO-0025,NodeRabbit,wdisystem.azurewebsites.net,ct,cert_count=0,2026-09-19T18:40:16Z,HTTP GET crt.sh output=json,crt.sh,wdisystem.azurewebsites.net,evidence/passive-observations/certificate-transparency/noderabbit/ct_wdisystem.azurewebsites.net_2026-09-19T184016Z.json,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,OBSERVED_PASSIVE,Moderate,OBSERVED_PASSIVE,,,,CT certificates observed for query=wdisystem.azurewebsites.net; count=0. OBSERVED_PASSIVE fact only â€” does not establish actor ownership.
NRB-PO-0026,NodeRabbit,wdisystem.azurewebsites.net,rdap,http_status=404,2026-09-19T18:40:16Z,HTTP GET rdap.org/domain/{domain},rdap.org,wdisystem.azurewebsites.net,evidence/passive-observations/rdap/noderabbit/rdap_wdisystem.azurewebsites.net_2026-09-19T184016Z.json,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,OBSERVED_PASSIVE,Low,OBSERVED_PASSIVE,,,,RDAP retrieval only. Not attribution. Registrar/CDN facts â‰  actor ownership.
NRB-PO-0027,NodeRabbit,wslmenus.azurewebsites.net,ct,cert_count=0,2026-09-19T18:40:16Z,HTTP GET crt.sh output=json,crt.sh,wslmenus.azurewebsites.net,evidence/passive-observations/certificate-transparency/noderabbit/ct_wslmenus.azurewebsites.net_2026-09-19T184016Z.json,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,OBSERVED_PASSIVE,Moderate,OBSERVED_PASSIVE,,,,CT certificates observed for query=wslmenus.azurewebsites.net; count=0. OBSERVED_PASSIVE fact only â€” does not establish actor ownership.
NRB-PO-0028,NodeRabbit,wslmenus.azurewebsites.net,rdap,http_status=404,2026-09-19T18:40:16Z,HTTP GET rdap.org/domain/{domain},rdap.org,wslmenus.azurewebsites.net,evidence/passive-observations/rdap/noderabbit/rdap_wslmenus.azurewebsites.net_2026-09-19T184016Z.json,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,OBSERVED_PASSIVE,Low,OBSERVED_PASSIVE,,,,RDAP retrieval only. Not attribution. Registrar/CDN facts â‰  actor ownership.
NRB-PO-0029,NodeRabbit,dnshnsdev.azurewebsites.net,ct,cert_count=0,2026-09-19T18:40:16Z,HTTP GET crt.sh output=json,crt.sh,dnshnsdev.azurewebsites.net,evidence/passive-observations/certificate-transparency/noderabbit/ct_dnshnsdev.azurewebsites.net_2026-09-19T184016Z.json,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,OBSERVED_PASSIVE,Moderate,OBSERVED_PASSIVE,,,,CT certificates observed for query=dnshnsdev.azurewebsites.net; count=0. OBSERVED_PASSIVE fact only â€” does not establish actor ownership.
NRB-PO-0030,NodeRabbit,dnshnsdev.azurewebsites.net,rdap,http_status=404,2026-09-19T18:40:16Z,HTTP GET rdap.org/domain/{domain},rdap.org,dnshnsdev.azurewebsites.net,evidence/passive-observations/rdap/noderabbit/rdap_dnshnsdev.azurewebsites.net_2026-09-19T184016Z.json,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,OBSERVED_PASSIVE,Low,OBSERVED_PASSIVE,,,,RDAP retrieval only. Not attribution. Registrar/CDN facts â‰  actor ownership.
NRB-PO-0031,NodeRabbit,hpjumpsrv.azurewebsites.net,ct,cert_count=0,2026-09-19T18:40:16Z,HTTP GET crt.sh output=json,crt.sh,hpjumpsrv.azurewebsites.net,evidence/passive-observations/certificate-transparency/noderabbit/ct_hpjumpsrv.azurewebsites.net_2026-09-19T184016Z.json,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,OBSERVED_PASSIVE,Moderate,OBSERVED_PASSIVE,,,,CT certificates observed for query=hpjumpsrv.azurewebsites.net; count=0. OBSERVED_PASSIVE fact only â€” does not establish actor ownership.
NRB-PO-0032,NodeRabbit,hpjumpsrv.azurewebsites.net,rdap,http_status=404,2026-09-19T18:40:16Z,HTTP GET rdap.org/domain/{domain},rdap.org,hpjumpsrv.azurewebsites.net,evidence/passive-observations/rdap/noderabbit/rdap_hpjumpsrv.azurewebsites.net_2026-09-19T184016Z.json,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,OBSERVED_PASSIVE,Low,OBSERVED_PASSIVE,,,,RDAP retrieval only. Not attribution. Registrar/CDN facts â‰  actor ownership.
NRB-PO-0033,NodeRabbit,storview.azurewebsites.net,ct,cert_count=0,2026-09-19T18:40:16Z,HTTP GET crt.sh output=json,crt.sh,storview.azurewebsites.net,evidence/passive-observations/certificate-transparency/noderabbit/ct_storview.azurewebsites.net_2026-09-19T184016Z.json,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,OBSERVED_PASSIVE,Moderate,OBSERVED_PASSIVE,,,,CT certificates observed for query=storview.azurewebsites.net; count=0. OBSERVED_PASSIVE fact only â€” does not establish actor ownership.
NRB-PO-0034,NodeRabbit,storview.azurewebsites.net,rdap,http_status=404,2026-09-19T18:40:16Z,HTTP GET rdap.org/domain/{domain},rdap.org,storview.azurewebsites.net,evidence/passive-observations/rdap/noderabbit/rdap_storview.azurewebsites.net_2026-09-19T184016Z.json,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,OBSERVED_PASSIVE,Low,OBSERVED_PASSIVE,,,,RDAP retrieval only. Not attribution. Registrar/CDN facts â‰  actor ownership.
POL-PO-0001,PollCat,lifespotify.com,ct,cert_count=47,2026-09-19T18:53:17Z,HTTP GET crt.sh output=json,crt.sh,lifespotify.com,evidence/passive-observations/certificate-transparency/pollcat/,OBSERVED_PASSIVE,High,OBSERVED_PASSIVE,,,,CT only â€” not ownership. Wayback shows pre-2026 captures (possible domain reuse).,
