indicator,type,first_seen,source,confidence,family,status,notes,case
fixuplink.com,domain,2025-07,https://www.morphisec.com/blog/ransomware-threat-matanbuchus-3-0-maas-levels-up/,High,matanbuchus,PRIMARY,Morphisec GUP.zip staging domain NOT OBSERVED by ETW.,matanbuchus
bretux.com,domain,2025-07,https://www.morphisec.com/blog/ransomware-threat-matanbuchus-3-0-maas-levels-up/,High,matanbuchus,PRIMARY,Morphisec Matanbuchus 3.0 campaign domain NOT OBSERVED by ETW.,matanbuchus
nicewk.com,domain,2025-07,https://www.morphisec.com/blog/ransomware-threat-matanbuchus-3-0-maas-levels-up/,High,matanbuchus,PRIMARY,Morphisec Matanbuchus 3.0 campaign domain NOT OBSERVED by ETW.,matanbuchus
emorista.org,domain,2025-07,https://www.morphisec.com/blog/ransomware-threat-matanbuchus-3-0-maas-levels-up/,High,matanbuchus,PRIMARY,Morphisec UP.zip staging domain NOT OBSERVED by ETW.,matanbuchus
notepad-plus-plu.org,domain,2025-07,https://www.morphisec.com/blog/ransomware-threat-matanbuchus-3-0-maas-levels-up/,High,matanbuchus,PRIMARY,Morphisec malicious Notepad++ update location NOT OBSERVED by ETW.,matanbuchus
da9585d578f367cd6cd4b0e6821e67ff02eab731ae78593ab69674f649514872,sha256,2025-07,https://www.morphisec.com/blog/ransomware-threat-matanbuchus-3-0-maas-levels-up/,High,matanbuchus,PRIMARY,Morphisec malicious libcurl.dll (sideloaded) NOT OBSERVED by ETW.,matanbuchus
2ee3a202233625cdcdec9f687d74271ac0f9cb5877c96cf08cf1ae88087bec2e,sha256,2025-07,https://www.morphisec.com/blog/ransomware-threat-matanbuchus-3-0-maas-levels-up/,High,matanbuchus,PRIMARY,Morphisec malicious libcurl.dll NOT OBSERVED by ETW.,matanbuchus
19fb41244558f3a7d469b79b9d91cd7d321b6c82d1660738256ecf39fe3c8421,sha256,2025-07,https://www.morphisec.com/blog/ransomware-threat-matanbuchus-3-0-maas-levels-up/,High,matanbuchus,PRIMARY,Morphisec malicious libcurl.dll NOT OBSERVED by ETW.,matanbuchus
211cea7a5fe12205fee4e72837279409ace663567c5b8c36828a3818aabef456,sha256,2025-07,https://www.morphisec.com/blog/ransomware-threat-matanbuchus-3-0-maas-levels-up/,High,matanbuchus,PRIMARY,Morphisec malicious libcurl.dll NOT OBSERVED by ETW.,matanbuchus
0f41536cd9982a5c1d6993fac8cd5eb4e7f8304627f2019a17e1aa283ac3f47c,sha256,2025-07,https://www.morphisec.com/blog/ransomware-threat-matanbuchus-3-0-maas-levels-up/,High,matanbuchus,PRIMARY,Morphisec malicious libcurl.dll NOT OBSERVED by ETW.,matanbuchus
EventLogBackupTask,string,2025-07,https://www.morphisec.com/blog/ransomware-threat-matanbuchus-3-0-maas-levels-up/,High,matanbuchus,PRIMARY,Morphisec Matanbuchus 3.0 scheduled task name NOT OBSERVED by ETW.,matanbuchus
treasuryfinance.org,domain,2024/2025,https://www.esentire.com/security-advisories/matanbuchus-malware,High,matanbuchus,PRIMARY,eSentire Matanbuchus advisory domain NOT OBSERVED by ETW.,matanbuchus
3ac90c071d143c3240974618d395fa3c5228904c8bf0a89a49f8c01cd7777421,sha256,2025/2026,https://www.zscaler.com/blogs/security-research/technical-analysis-matanbuchus-3-0,High,matanbuchus,PRIMARY,Zscaler ThreatLabz Matanbuchus 3.0 PRIMARY SHA-256 NOT OBSERVED by ETW.,matanbuchus
6246801035e053df2053b2dc28f4e76e3595fb62fdd02b5a50d9a2ed3796b153,sha256,2025/2026,https://www.zscaler.com/blogs/security-research/technical-analysis-matanbuchus-3-0,High,matanbuchus,PRIMARY,Zscaler ThreatLabz Matanbuchus 3.0 PRIMARY SHA-256 NOT OBSERVED by ETW.,matanbuchus
77a53dc757fdf381d3906ab256b74ad3cdb7628261c58a62bcc9c6ca605307ba,sha256,2025/2026,https://www.zscaler.com/blogs/security-research/technical-analysis-matanbuchus-3-0,High,matanbuchus,PRIMARY,Zscaler ThreatLabz Matanbuchus 3.0 PRIMARY SHA-256 NOT OBSERVED by ETW.,matanbuchus
92a2e2a124a106af33993828fb0d4cdffd9dac8790169774d672c30747769455,sha256,2025/2026,https://www.zscaler.com/blogs/security-research/technical-analysis-matanbuchus-3-0,High,matanbuchus,PRIMARY,Zscaler ThreatLabz Matanbuchus 3.0 PRIMARY SHA-256 NOT OBSERVED by ETW.,matanbuchus
0e9df62613c5dd8880fe3bfe8d48698be41bdece30423be21efb2e32836de4bb,sha256,2025/2026,https://www.huntress.com/blog/clickfix-matanbuchus-astarionrat-analysis,High,matanbuchus,PRIMARY,PRIMARY freeze companion SHA-256 NOT OBSERVED by ETW.,matanbuchus
6bdee8a512cb2af28c0562d9b4a018b2500a205e212bc945064a2e2c6dd5ddc2,sha256,2025/2026,https://www.huntress.com/blog/clickfix-matanbuchus-astarionrat-analysis,High,matanbuchus,PRIMARY,PRIMARY freeze companion SHA-256 NOT OBSERVED by ETW.,matanbuchus
