indicator,type,first_seen,source,confidence,family,status,notes,case
github.com/LastPass-Authenticator,repository,unspecified,https://blog.lastpass.com/posts/lastpass-delphos-report-rapuncel-infostealer,High,rapuncel,PRIMARY,fraudulent org | NOT OBSERVED by ETW — primary-source only.,rapuncel
github.com/LastPass-S,repository,unspecified,https://blog.lastpass.com/posts/lastpass-delphos-report-rapuncel-infostealer,High,rapuncel,PRIMARY,related fraudulent org | NOT OBSERVED by ETW — primary-source only.,rapuncel
lastpass-authenticator.github.io,url,unspecified,https://blog.lastpass.com/posts/lastpass-delphos-report-rapuncel-infostealer,High,rapuncel,PRIMARY,fake landing | NOT OBSERVED by ETW — primary-source only.,rapuncel
edgarcostartqd.github.io,url,unspecified,https://blog.lastpass.com/posts/lastpass-delphos-report-rapuncel-infostealer,High,rapuncel,PRIMARY,redirector | NOT OBSERVED by ETW — primary-source only.,rapuncel
dallikilic54.github.io,url,unspecified,https://blog.lastpass.com/posts/lastpass-delphos-report-rapuncel-infostealer,High,rapuncel,PRIMARY,redirector | NOT OBSERVED by ETW — primary-source only.,rapuncel
browser_decryption.log,filename,unspecified,https://blog.lastpass.com/posts/lastpass-delphos-report-rapuncel-infostealer,High,rapuncel,PRIMARY,host artifact from LastPass/Delphos | NOT OBSERVED by ETW — primary-source only.,rapuncel
sends.log,filename,unspecified,https://blog.lastpass.com/posts/lastpass-delphos-report-rapuncel-infostealer,High,rapuncel,PRIMARY,host artifact from LastPass/Delphos | NOT OBSERVED by ETW — primary-source only.,rapuncel
massimolongqdoj.github.io,url,2026-08-19,https://urlscan.io/result/01a01b78-6612-77eb-89ff-405327ef33ec/,High,rapuncel,PRIMARY,GitHub Pages lure path /.github/DoNotSpy11 redirected to albinofennel.com (urlscan). Manifest RAP-PO-0021. Not actor attribution.,rapuncel
github.com/massimolongqdoj,repository,2026-08-19,https://urlscan.io/result/01a01b78-6612-77eb-89ff-405327ef33ec/,Moderate,rapuncel,PRIMARY,Org/user inferred from Pages hostname only — verify before takedown. ASSOCIATION to Rapuncel via albinofennel redirect.,rapuncel
https://albinofennel.com/o8ehlpnvdqan/passathook-cs2.github.io,url,2026-07-26,https://urlscan.io/result/019f9bc6-946f-701b-bffc-eded8020c489/,High,rapuncel,PRIMARY,urlscan-observed branded lure path on payload host. Corroborates LastPass passathook-cs2 mention.,rapuncel
87e8d39db624f37d3e77aedf487a2dfd197f71a4730ea74f4e7a4341deaec2ff,sha256,unspecified,https://raw.githubusercontent.com/eSentire/iocs/main/Cruciferra/cruciferra-IoCs-08-12-2026.txt,High,rapuncel,PRIMARY,DCRCVDrv.sys Cruciferra BYOVD — lineage comparison only; NOT a Rapuncel campaign hash unless independently linked.,rapuncel
0ae0a7f118b80e4655b8b86bb421c151a8f17930e76e714b2fa199409f3af9ce,sha256,unspecified,https://raw.githubusercontent.com/eSentire/iocs/main/Cruciferra/cruciferra-IoCs-08-12-2026.txt,High,rapuncel,PRIMARY,Cruciferra mscoree.dll from eSentire IOC list — track:cruciferra only; not Rapuncel delivery artifact.,rapuncel
\\.\DCRCVDRV_U,device,unspecified,https://www.esentire.com/blog/malware-as-a-service-cocktail-errtraffic-and-cruciferra-killing-your-edr-since-2025,High,rapuncel,PRIMARY,Cruciferra DCRCVDrv device object — contrast with Rapuncel \\.\Alinubx. Shared tooling ≠ same actor.,rapuncel
