evidence_id,family,indicator,type,first_seen,provenance,confidence,independently_verified,source_url,retrieval_date_utc,notes,status_label
RAT-IND-0011,RatHat,0x9999,manifest_chunk,unspecified,PRIMARY-SOURCE,High,false,https://zimperium.com/blog/rathat-ai-powered-mobile-threat-is-here-for-your-credentials-bank-accounts,2026-09-19T18:07:48Z,manifest bomb chunk type | Architectural IOC — no SHA-256 in parsed article body. NOT OBSERVED by ETW.,CAMPAIGN_ASSOCIATED
RAT-IND-0012,RatHat,27042/tcp,port,unspecified,PRIMARY-SOURCE,High,false,https://zimperium.com/blog/rathat-ai-powered-mobile-threat-is-here-for-your-credentials-bank-accounts,2026-09-19T18:07:48Z,Frida anti-analysis probe | Architectural IOC — no SHA-256 in parsed article body. NOT OBSERVED by ETW.,CAMPAIGN_ASSOCIATED
RAT-IND-0013,RatHat,/api/v2/dev/tasks,uri_path,unspecified,PRIMARY-SOURCE,High,false,https://zimperium.com/blog/rathat-ai-powered-mobile-threat-is-here-for-your-credentials-bank-accounts,2026-09-19T18:07:48Z,agent command queue | Architectural IOC — no SHA-256 in parsed article body. NOT OBSERVED by ETW.,CAMPAIGN_ASSOCIATED
RAT-IND-0014,RatHat,/api/v2/dev/localServiceHeartbeat,uri_path,unspecified,PRIMARY-SOURCE,High,false,https://zimperium.com/blog/rathat-ai-powered-mobile-threat-is-here-for-your-credentials-bank-accounts,2026-09-19T18:07:48Z,agent heartbeat | Architectural IOC — no SHA-256 in parsed article body. NOT OBSERVED by ETW.,CAMPAIGN_ASSOCIATED
RAT-IND-0015,RatHat,/api/v2/dev/data/screen-monitor,uri_path,unspecified,PRIMARY-SOURCE,High,false,https://zimperium.com/blog/rathat-ai-powered-mobile-threat-is-here-for-your-credentials-bank-accounts,2026-09-19T18:07:48Z,shell screen monitor | Architectural IOC — no SHA-256 in parsed article body. NOT OBSERVED by ETW.,CAMPAIGN_ASSOCIATED
RAT-IND-0016,RatHat,getevent,command,unspecified,PRIMARY-SOURCE,High,false,https://zimperium.com/blog/rathat-ai-powered-mobile-threat-is-here-for-your-credentials-bank-accounts,2026-09-19T18:07:48Z,raw /dev/input capture | Architectural IOC — no SHA-256 in parsed article body. NOT OBSERVED by ETW.,CAMPAIGN_ASSOCIATED
RAT-IND-0017,RatHat,/dev/input,path,unspecified,PRIMARY-SOURCE,High,false,https://zimperium.com/blog/rathat-ai-powered-mobile-threat-is-here-for-your-credentials-bank-accounts,2026-09-19T18:07:48Z,kernel input nodes | Architectural IOC — no SHA-256 in parsed article body. NOT OBSERVED by ETW.,CAMPAIGN_ASSOCIATED
RAT-IND-0018,RatHat,locateValues.json,filename,unspecified,PRIMARY-SOURCE,High,false,https://zimperium.com/blog/rathat-ai-powered-mobile-threat-is-here-for-your-credentials-bank-accounts,2026-09-19T19:05:00Z,Keypad geometry artifact | UNVERIFIED pending passive checks where applicable. NOT malware download.,CAMPAIGN_ASSOCIATED
RAT-IND-0019,RatHat,SystemHelperService,component,unspecified,PRIMARY-SOURCE,High,false,https://zimperium.com/blog/rathat-ai-powered-mobile-threat-is-here-for-your-credentials-bank-accounts,2026-09-19T19:05:00Z,Accessibility automation service class | UNVERIFIED pending passive checks where applicable. NOT malware download.,CAMPAIGN_ASSOCIATED
RAT-IND-0020,RatHat,fegrs.adidasabc.com,domain,unspecified,PRIMARY-SOURCE,Moderate,false,https://github.com/Zimperium/IOC/tree/master/2026-09-RatHat,2026-09-19T19:05:00Z,From Zimperium c2.csv | UNVERIFIED pending passive checks where applicable. NOT malware download.,CAMPAIGN_ASSOCIATED
RAT-IND-0021,RatHat,admin.xiongmaocs.help,domain,unspecified,PRIMARY-SOURCE,Moderate,false,https://github.com/Zimperium/IOC/tree/master/2026-09-RatHat,2026-09-19T19:05:00Z,From Zimperium c2.csv | UNVERIFIED pending passive checks where applicable. NOT malware download.,CAMPAIGN_ASSOCIATED
RAT-IND-0022,RatHat,oop.uuokxx.com,domain,unspecified,PRIMARY-SOURCE,Moderate,false,https://github.com/Zimperium/IOC/tree/master/2026-09-RatHat,2026-09-19T19:05:00Z,From Zimperium c2.csv | UNVERIFIED pending passive checks where applicable. NOT malware download.,CAMPAIGN_ASSOCIATED
RAT-IND-0023,RatHat,andxxxo.com,domain,unspecified,PRIMARY-SOURCE,Moderate,false,https://github.com/Zimperium/IOC/tree/master/2026-09-RatHat,2026-09-19T19:05:00Z,From Zimperium c2.csv | UNVERIFIED pending passive checks where applicable. NOT malware download.,CAMPAIGN_ASSOCIATED
RAT-IND-0024,RatHat,www.blackcat880.shop,domain,unspecified,PRIMARY-SOURCE,Moderate,false,https://github.com/Zimperium/IOC/tree/master/2026-09-RatHat,2026-09-19T19:05:00Z,From Zimperium c2.csv | UNVERIFIED pending passive checks where applicable. NOT malware download.,CAMPAIGN_ASSOCIATED
RAT-IND-0025,RatHat,www.cheng770.cyou,domain,unspecified,PRIMARY-SOURCE,Moderate,false,https://github.com/Zimperium/IOC/tree/master/2026-09-RatHat,2026-09-19T19:05:00Z,From Zimperium c2.csv | UNVERIFIED pending passive checks where applicable. NOT malware download.,CAMPAIGN_ASSOCIATED
RAT-IND-0026,RatHat,admin.xiongmaocs.mom,domain,unspecified,PRIMARY-SOURCE,Moderate,false,https://github.com/Zimperium/IOC/tree/master/2026-09-RatHat,2026-09-19T19:05:00Z,WSS host from c2.csv | UNVERIFIED pending passive checks where applicable. NOT malware download.,CAMPAIGN_ASSOCIATED
RAT-IND-0027,RatHat,admin.xiongmaocs.pics,domain,unspecified,PRIMARY-SOURCE,Moderate,false,https://github.com/Zimperium/IOC/tree/master/2026-09-RatHat,2026-09-19T19:05:00Z,WSS host from c2.csv | UNVERIFIED pending passive checks where applicable. NOT malware download.,CAMPAIGN_ASSOCIATED
RAT-IND-0028,RatHat,admin.fjbjwgyuyftg.qpon,domain,unspecified,PRIMARY-SOURCE,Moderate,false,https://github.com/Zimperium/IOC/tree/master/2026-09-RatHat,2026-09-19T19:05:00Z,WSS host from c2.csv | UNVERIFIED pending passive checks where applicable. NOT malware download.,CAMPAIGN_ASSOCIATED
RAT-IND-0029,RatHat,admin.niaotong2.top,domain,unspecified,PRIMARY-SOURCE,Moderate,false,https://github.com/Zimperium/IOC/tree/master/2026-09-RatHat,2026-09-19T19:05:00Z,WSS host from c2.csv | UNVERIFIED pending passive checks where applicable. NOT malware download.,CAMPAIGN_ASSOCIATED
RAT-IND-0030,RatHat,www.heilongyk.top,domain,unspecified,PRIMARY-SOURCE,Moderate,false,https://github.com/Zimperium/IOC/tree/master/2026-09-RatHat,2026-09-19T19:05:00Z,WSS host from c2.csv | UNVERIFIED pending passive checks where applicable. NOT malware download.,CAMPAIGN_ASSOCIATED
RAT-IND-0031,RatHat,cz.gpgmk.com,domain,unspecified,PRIMARY-SOURCE,Moderate,false,https://github.com/Zimperium/IOC/tree/master/2026-09-RatHat,2026-09-19T19:05:00Z,WSS host from c2.csv | UNVERIFIED pending passive checks where applicable. NOT malware download.,CAMPAIGN_ASSOCIATED
RAT-IND-0032,RatHat,cunzhang.jrgdef.cn,domain,unspecified,PRIMARY-SOURCE,Moderate,false,https://github.com/Zimperium/IOC/tree/master/2026-09-RatHat,2026-09-19T19:05:00Z,From Zimperium c2.csv | UNVERIFIED pending passive checks where applicable. NOT malware download.,CAMPAIGN_ASSOCIATED
RAT-IND-0033,RatHat,bc.etlva.cn,domain,unspecified,PRIMARY-SOURCE,Moderate,false,https://github.com/Zimperium/IOC/tree/master/2026-09-RatHat,2026-09-19T19:05:00Z,From Zimperium c2.csv | UNVERIFIED pending passive checks where applicable. NOT malware download.,CAMPAIGN_ASSOCIATED
RAT-IND-0034,RatHat,jiaozhu.etlva.cn,domain,unspecified,PRIMARY-SOURCE,Moderate,false,https://github.com/Zimperium/IOC/tree/master/2026-09-RatHat,2026-09-19T19:05:00Z,From Zimperium c2.csv | UNVERIFIED pending passive checks where applicable. NOT malware download.,CAMPAIGN_ASSOCIATED
RAT-IND-0035,RatHat,mao.terh5.cn,domain,unspecified,PRIMARY-SOURCE,Moderate,false,https://github.com/Zimperium/IOC/tree/master/2026-09-RatHat,2026-09-19T19:05:00Z,From Zimperium c2.csv | UNVERIFIED pending passive checks where applicable. NOT malware download.,CAMPAIGN_ASSOCIATED
RAT-IND-0036,RatHat,kingbss.com,domain,unspecified,PRIMARY-SOURCE,Moderate,false,https://github.com/Zimperium/IOC/tree/master/2026-09-RatHat,2026-09-19T19:05:00Z,From Zimperium phishing.csv | UNVERIFIED pending passive checks where applicable. NOT malware download.,CAMPAIGN_ASSOCIATED
RAT-IND-0037,RatHat,app.tmgg01.top,domain,unspecified,PRIMARY-SOURCE,Moderate,false,https://github.com/Zimperium/IOC/tree/master/2026-09-RatHat,2026-09-19T19:05:00Z,From Zimperium phishing.csv | UNVERIFIED pending passive checks where applicable. NOT malware download.,CAMPAIGN_ASSOCIATED
RAT-IND-0038,RatHat,primevoria.com,domain,unspecified,PRIMARY-SOURCE,Moderate,false,https://github.com/Zimperium/IOC/tree/master/2026-09-RatHat,2026-09-19T19:05:00Z,From Zimperium phishing.csv | UNVERIFIED pending passive checks where applicable. NOT malware download.,CAMPAIGN_ASSOCIATED
RAT-IND-0039,RatHat,https://x14hidgz0ez.s3.ap-south-1.amazonaws.com/Xr9HBk23fX.apk,url,unspecified,PRIMARY-SOURCE,Moderate,false,https://github.com/Zimperium/IOC/tree/master/2026-09-RatHat,2026-09-19T19:05:00Z,Phishing APK URL — do not download | UNVERIFIED pending passive checks where applicable. NOT malware download.,CAMPAIGN_ASSOCIATED
RAT-IND-0040,RatHat,00ba0d5aea129f098b5a609633ac77cd642fddba8b64f6332e49e6d33294992e,sha256,unspecified,PRIMARY-SOURCE,Moderate,false,https://github.com/Zimperium/IOC/tree/master/2026-09-RatHat,2026-09-19T19:05:00Z,First listed APK hash in Zimperium apks.csv (representative; 162 total) | UNVERIFIED pending passive checks where applicable. NOT malware download.,CAMPAIGN_ASSOCIATED
