hash,hash_type,source,confidence,family,status,notes
7dc77a5abab119960fbe42b1535c957020cce1b8e0a3cf58d4eddc51b5bf9940,sha256,https://blog.talosintelligence.com/uat-11795-deploys-novel-starland-rat-and-bespoke-wldr-c2-implant-in-financially-motivated-campaign/,High,starlandrat,PRIMARY,Talos IOC appendix — HTA NOT OBSERVED by ETW.
36e3838d07978f49ebe6546d57d2f311b8d6566558bcd58448e921c988cc346a,sha256,https://blog.talosintelligence.com/uat-11795-deploys-novel-starland-rat-and-bespoke-wldr-c2-implant-in-financially-motivated-campaign/,High,starlandrat,PRIMARY,Talos IOC appendix — HTA NOT OBSERVED by ETW.
575ce92c473e6d47810321e309a4e29dd7f52f4152526b0bdca80f54b53aed2f,sha256,https://blog.talosintelligence.com/uat-11795-deploys-novel-starland-rat-and-bespoke-wldr-c2-implant-in-financially-motivated-campaign/,High,starlandrat,PRIMARY,Talos IOC appendix — HTA NOT OBSERVED by ETW.
964256d3259b6e0c701ec04116c45cf0ec381c1c209dc29b09a7930cd7a4810b,sha256,https://blog.talosintelligence.com/uat-11795-deploys-novel-starland-rat-and-bespoke-wldr-c2-implant-in-financially-motivated-campaign/,High,starlandrat,PRIMARY,Talos IOC appendix — HTA NOT OBSERVED by ETW.
a6821c7e9bfe2e6af0f690d906ec6a26161e2198c256fb60f3b4731c317f3ad9,sha256,https://blog.talosintelligence.com/uat-11795-deploys-novel-starland-rat-and-bespoke-wldr-c2-implant-in-financially-motivated-campaign/,High,starlandrat,PRIMARY,Talos IOC appendix — HTA NOT OBSERVED by ETW.
a32ac345e39cb7606322e2155bd7b4d6941c1678619e48d1f14d9301ee53e6c0,sha256,https://blog.talosintelligence.com/uat-11795-deploys-novel-starland-rat-and-bespoke-wldr-c2-implant-in-financially-motivated-campaign/,High,starlandrat,PRIMARY,Talos IOC appendix — Win_Batch NOT OBSERVED by ETW.
2751281d3800d82ecd3fad7c1d2293f3b947875a343b0672b4f4024a261165d2,sha256,https://blog.talosintelligence.com/uat-11795-deploys-novel-starland-rat-and-bespoke-wldr-c2-implant-in-financially-motivated-campaign/,High,starlandrat,PRIMARY,Talos IOC appendix — Plugins.7z NOT OBSERVED by ETW.
451ac8ca34d5bcdfe476465f69eb517b2608f267c7e8d69f8ef36197a6f1d949,sha256,https://blog.talosintelligence.com/uat-11795-deploys-novel-starland-rat-and-bespoke-wldr-c2-implant-in-financially-motivated-campaign/,High,starlandrat,PRIMARY,Talos IOC appendix — Stage-1-obfuscated-1.ps1 NOT OBSERVED by ETW.
365024336c7681ac0854321ac6c140a245b9593285da02d2a590124cdc592370,sha256,https://blog.talosintelligence.com/uat-11795-deploys-novel-starland-rat-and-bespoke-wldr-c2-implant-in-financially-motivated-campaign/,High,starlandrat,PRIMARY,Talos IOC appendix — Stage-1-obfuscated-2.ps1 NOT OBSERVED by ETW.
a080b5380ccc8fc40b24c02151d305efc32d931dc547881e01a2e6f2b070c7dc,sha256,https://blog.talosintelligence.com/uat-11795-deploys-novel-starland-rat-and-bespoke-wldr-c2-implant-in-financially-motivated-campaign/,High,starlandrat,PRIMARY,Talos IOC appendix — Stage-1-obfuscated-3.ps1 NOT OBSERVED by ETW.
f8da52ff98e66b137b5d31908f0a5d0fa1eb446034337f8bba3d5bba60f586be,sha256,https://blog.talosintelligence.com/uat-11795-deploys-novel-starland-rat-and-bespoke-wldr-c2-implant-in-financially-motivated-campaign/,High,starlandrat,PRIMARY,Talos IOC appendix — Stage-2.ps1 NOT OBSERVED by ETW.
a59742d3086924c5f511d248df01601bfbf723359590fb3f3ba355f2792cc455,sha256,https://blog.talosintelligence.com/uat-11795-deploys-novel-starland-rat-and-bespoke-wldr-c2-implant-in-financially-motivated-campaign/,High,starlandrat,PRIMARY,Talos IOC appendix — PS-Stage-3-JSON.json NOT OBSERVED by ETW.
1b46f761719dce44baa2d7b417c5214fc41c080f7f9ba485e7e489d949097f1f,sha256,https://blog.talosintelligence.com/uat-11795-deploys-novel-starland-rat-and-bespoke-wldr-c2-implant-in-financially-motivated-campaign/,High,starlandrat,PRIMARY,Talos IOC appendix — ShellcodeX32-x32remka.bin NOT OBSERVED by ETW.
