evidence_id,family,indicator,type,first_seen,provenance,confidence,independently_verified,source_url,retrieval_date_utc,notes,status_label
OKO-IND-0016,Okobot,2baserec2.guru,domain,2025/2026,PRIMARY-SOURCE,High,false,https://securelist.com/okobot-framework-targets-cryptocurrency-wallets/120660/,2026-09-20T02:25:00Z,TookPS staging NOT OBSERVED by ETW.,CAMPAIGN_ASSOCIATED
OKO-IND-0017,Okobot,recavb22.online,domain,2025/2026,PRIMARY-SOURCE,High,false,https://securelist.com/okobot-framework-targets-cryptocurrency-wallets/120660/,2026-09-20T02:25:00Z,TookPS staging NOT OBSERVED by ETW.,CAMPAIGN_ASSOCIATED
OKO-IND-0018,Okobot,kbeautyreviews.com,domain,2025/2026,PRIMARY-SOURCE,High,false,https://securelist.com/okobot-framework-targets-cryptocurrency-wallets/120660/,2026-09-20T02:25:00Z,TookPS staging NOT OBSERVED by ETW.,CAMPAIGN_ASSOCIATED
OKO-IND-0019,Okobot,coffeesaloon.online,domain,2025/2026,PRIMARY-SOURCE,High,false,https://securelist.com/okobot-framework-targets-cryptocurrency-wallets/120660/,2026-09-20T02:25:00Z,TookPS staging NOT OBSERVED by ETW.,CAMPAIGN_ASSOCIATED
OKO-IND-0020,Okobot,livewallpapers.online,domain,2025/2026,PRIMARY-SOURCE,High,false,https://securelist.com/okobot-framework-targets-cryptocurrency-wallets/120660/,2026-09-20T02:25:00Z,Volume2 C2 NOT OBSERVED by ETW.,CAMPAIGN_ASSOCIATED
OKO-IND-0021,Okobot,thatwascringe.com,domain,2025/2026,PRIMARY-SOURCE,High,false,https://securelist.com/okobot-framework-targets-cryptocurrency-wallets/120660/,2026-09-20T02:25:00Z,Volume2 C2 NOT OBSERVED by ETW.,CAMPAIGN_ASSOCIATED
OKO-IND-0022,Okobot,moonsand.store,domain,2025/2026,PRIMARY-SOURCE,High,false,https://securelist.com/okobot-framework-targets-cryptocurrency-wallets/120660/,2026-09-20T02:25:00Z,SeedHunter C2 NOT OBSERVED by ETW.,CAMPAIGN_ASSOCIATED
OKO-IND-0023,Okobot,104.243.43.16,ipv4,2025/2026,PRIMARY-SOURCE,High,false,https://securelist.com/okobot-framework-targets-cryptocurrency-wallets/120660/,2026-09-20T02:25:00Z,SSH bot infrastructure NOT OBSERVED by ETW.,CAMPAIGN_ASSOCIATED
OKO-IND-0024,Okobot,104.243.32.213,ipv4,2025/2026,PRIMARY-SOURCE,High,false,https://securelist.com/okobot-framework-targets-cryptocurrency-wallets/120660/,2026-09-20T02:25:00Z,SSH bot infrastructure NOT OBSERVED by ETW.,CAMPAIGN_ASSOCIATED
OKO-IND-0025,Okobot,62.210.188.209,ipv4,2025/2026,PRIMARY-SOURCE,High,false,https://securelist.com/okobot-framework-targets-cryptocurrency-wallets/120660/,2026-09-20T02:25:00Z,SSH bot infrastructure NOT OBSERVED by ETW.,CAMPAIGN_ASSOCIATED
OKO-IND-0026,Okobot,%PROGRAMDATA%\HDVideo\HDUtil.exe,path,2025/2026,PRIMARY-SOURCE,High,false,https://securelist.com/okobot-framework-targets-cryptocurrency-wallets/120660/,2026-09-20T02:25:00Z,SSH bot utility path NOT OBSERVED by ETW.,CAMPAIGN_ASSOCIATED
OKO-IND-0027,Okobot,%PROGRAMDATA%\hwid.dat,path,2025/2026,PRIMARY-SOURCE,High,false,https://securelist.com/okobot-framework-targets-cryptocurrency-wallets/120660/,2026-09-20T02:25:00Z,Host ID artifact NOT OBSERVED by ETW.,CAMPAIGN_ASSOCIATED
OKO-IND-0028,Okobot,%PROGRAMDATA%\oko_ver,path,2025/2026,PRIMARY-SOURCE,High,false,https://securelist.com/okobot-framework-targets-cryptocurrency-wallets/120660/,2026-09-20T02:25:00Z,Framework version marker NOT OBSERVED by ETW.,CAMPAIGN_ASSOCIATED
OKO-IND-0029,Okobot,%USERPROFILE%\.ssh\go.bat,path,2025/2026,PRIMARY-SOURCE,High,false,https://securelist.com/okobot-framework-targets-cryptocurrency-wallets/120660/,2026-09-20T02:25:00Z,SSH bot helper NOT OBSERVED by ETW.,CAMPAIGN_ASSOCIATED
OKO-IND-0030,Okobot,ir-post.php,string,2025/2026,PRIMARY-SOURCE,High,false,https://securelist.com/okobot-framework-targets-cryptocurrency-wallets/120660/,2026-09-20T02:25:00Z,Exfiltration endpoint for OkoSpyware/MC Keylogger artifacts NOT OBSERVED by ETW.,CAMPAIGN_ASSOCIATED
OKO-IND-0031,Okobot,22tuk.digital,domain,2026,PRIMARY-SOURCE,High,false,https://blog.gridinsoft.com/okobot-seed-phrase-malware/,2026-09-20T02:51:04Z,Gridinsoft high-confidence TookPS/OkoBot callback domain (unpublished in Securelist primary) NOT OBSERVED by ETW.,CAMPAIGN_ASSOCIATED
OKO-IND-0032,Okobot,https://22tuk.digital/online/took.php,url,2026,PRIMARY-SOURCE,High,false,https://blog.gridinsoft.com/okobot-seed-phrase-malware/,2026-09-20T02:51:04Z,TookPS JSON profile POST → iex PowerShell delivery endpoint NOT OBSERVED by ETW.,CAMPAIGN_ASSOCIATED
OKO-IND-0033,Okobot,\GDrive Backup Sync,string,2026,PRIMARY-SOURCE,High,false,https://blog.gridinsoft.com/okobot-seed-phrase-malware/,2026-09-20T02:51:04Z,Scheduled task name used with hidden Base64 PowerShell launcher (Gridinsoft) NOT OBSERVED by ETW.,CAMPAIGN_ASSOCIATED
OKO-IND-0034,Okobot,30a7eeb6e5d5c50252dc133806bd1b25,md5,2026,PRIMARY-SOURCE,High,false,https://securelist.com/okobot-framework-targets-cryptocurrency-wallets/120660/,2026-09-20T16:38:16Z,PRIMARY freeze MD5 NOT OBSERVED by ETW.,CAMPAIGN_ASSOCIATED
OKO-IND-0035,Okobot,42758747b8592c683aa2b2162019ddfa,md5,2026,PRIMARY-SOURCE,High,false,https://securelist.com/okobot-framework-targets-cryptocurrency-wallets/120660/,2026-09-20T16:38:16Z,PRIMARY freeze MD5 NOT OBSERVED by ETW.,CAMPAIGN_ASSOCIATED
OKO-IND-0036,Okobot,755d128c17e6cc3971485b7e018ddb00,md5,2026,PRIMARY-SOURCE,High,false,https://securelist.com/okobot-framework-targets-cryptocurrency-wallets/120660/,2026-09-20T16:38:16Z,PRIMARY freeze MD5 NOT OBSERVED by ETW.,CAMPAIGN_ASSOCIATED
OKO-IND-0037,Okobot,37aecaec9ef57f63e1bf6aeb1b3bd5c2ee3a8ee3d32b2721e13c490193b32f1f,sha256,2026,PRIMARY-SOURCE,High,false,https://securelist.com/okobot-framework-targets-cryptocurrency-wallets/120660/,2026-09-20T16:38:16Z,PRIMARY freeze SHA-256 NOT OBSERVED by ETW.,CAMPAIGN_ASSOCIATED
OKO-IND-0038,Okobot,a0ed9c326558cfa41560bc38e6045326aa7ef7d9957d4134d394d464e3fdc05e,sha256,2026,PRIMARY-SOURCE,High,false,https://securelist.com/okobot-framework-targets-cryptocurrency-wallets/120660/,2026-09-20T16:38:16Z,PRIMARY freeze SHA-256 NOT OBSERVED by ETW.,CAMPAIGN_ASSOCIATED
