indicator,type,first_seen,source,confidence,family,status,notes,case
181.116.218.56,ipv4,2024/2026,https://securelist.com/argamal-rat-distributed-with-hentai-games/119999/,High,argamal,PRIMARY,Earlier asper1 resolution (2024) NOT OBSERVED by ETW.,argamal
natives2_blob.bin,filename,2024/2026,https://securelist.com/argamal-rat-distributed-with-hentai-games/119999/,High,argamal,PRIMARY,DLL executing Base64 PowerShell Stage1 NOT OBSERVED by ETW.,argamal
zaesdl.dat,filename,2024/2026,https://securelist.com/argamal-rat-distributed-with-hentai-games/119999/,High,argamal,PRIMARY,Encrypted payload name downloaded via bitsadmin NOT OBSERVED by ETW.,argamal
zbcd1j9234r670eh,crypto_constant,2024/2026,https://securelist.com/argamal-rat-distributed-with-hentai-games/119999/,High,argamal,PRIMARY,AES-CBC key/IV for Stage2 payload decrypt NOT OBSERVED by ETW.,argamal
HKCU\SOFTWARE\Classes\CLSID\{B210D694-C8DF-490D-9576-9E20CDBC20BD},path,2024/2026,https://securelist.com/argamal-rat-distributed-with-hentai-games/119999/,High,argamal,PRIMARY,COM hijack for Windows Color System Calibration Loader NOT OBSERVED by ETW.,argamal
github.com/gmz159/u,url,2024/2026,https://securelist.com/argamal-rat-distributed-with-hentai-games/119999/,High,argamal,PRIMARY,GitHub repo used for payload hosting (hxxps defanged in article) NOT OBSERVED by ETW.,argamal
github.com/DnyP/files,url,2024/2026,https://securelist.com/argamal-rat-distributed-with-hentai-games/119999/,High,argamal,PRIMARY,GitHub repo used for payload hosting NOT OBSERVED by ETW.,argamal
github.com/mgzv/p,url,2024/2026,https://securelist.com/argamal-rat-distributed-with-hentai-games/119999/,High,argamal,PRIMARY,GitHub repo used for payload hosting NOT OBSERVED by ETW.,argamal
57441,port,2024/2026,https://securelist.com/argamal-rat-distributed-with-hentai-games/119999/,High,argamal,PRIMARY,UDP heartbeat port to C2 NOT OBSERVED by ETW.,argamal
3747,port,2024/2026,https://securelist.com/argamal-rat-distributed-with-hentai-games/119999/,High,argamal,PRIMARY,TCP RAT-mode C2 port NOT OBSERVED by ETW.,argamal
17f8f8f34dfa737f36182fed7ff9e9814a114058,sha1,2026,https://securelist.com/argamal-rat-distributed-with-hentai-games/119999/,High,argamal,PRIMARY,Kaspersky Securelist Argamal PRIMARY SHA-1 NOT OBSERVED by ETW.,argamal
2423a5bf0fa7cb9ec09211630a5488629499691b,sha1,2026,https://securelist.com/argamal-rat-distributed-with-hentai-games/119999/,High,argamal,PRIMARY,Kaspersky Securelist Argamal PRIMARY SHA-1 NOT OBSERVED by ETW.,argamal
29f1d346a6e71774c7dad25b90f446b2974393df,sha1,2026,https://securelist.com/argamal-rat-distributed-with-hentai-games/119999/,High,argamal,PRIMARY,Kaspersky Securelist Argamal PRIMARY SHA-1 NOT OBSERVED by ETW.,argamal
5f1f3689bcf23de1b280b5f35712946da0f7978f,sha1,2026,https://securelist.com/argamal-rat-distributed-with-hentai-games/119999/,High,argamal,PRIMARY,Kaspersky Securelist Argamal PRIMARY SHA-1 NOT OBSERVED by ETW.,argamal
69331cfdac792dc79240e6a6bb6e803eabd70beb,sha1,2026,https://securelist.com/argamal-rat-distributed-with-hentai-games/119999/,High,argamal,PRIMARY,Kaspersky Securelist Argamal PRIMARY SHA-1 NOT OBSERVED by ETW.,argamal
901cfa97b1baaf908fd4a02bb52d970f576c4193,sha1,2026,https://securelist.com/argamal-rat-distributed-with-hentai-games/119999/,High,argamal,PRIMARY,Kaspersky Securelist Argamal PRIMARY SHA-1 NOT OBSERVED by ETW.,argamal
954722b0c9c678b1313d1f8b204e102842dc5889,sha1,2026,https://securelist.com/argamal-rat-distributed-with-hentai-games/119999/,High,argamal,PRIMARY,Kaspersky Securelist Argamal PRIMARY SHA-1 NOT OBSERVED by ETW.,argamal
ae4601a19d28332a3ec6ac31b385cdf53be53450,sha1,2026,https://securelist.com/argamal-rat-distributed-with-hentai-games/119999/,High,argamal,PRIMARY,Kaspersky Securelist Argamal PRIMARY SHA-1 NOT OBSERVED by ETW.,argamal
c2d9d48b3b10bd58cdf5df9463e3ffcd60533ff3,sha1,2026,https://securelist.com/argamal-rat-distributed-with-hentai-games/119999/,High,argamal,PRIMARY,Kaspersky Securelist Argamal PRIMARY SHA-1 NOT OBSERVED by ETW.,argamal
dad26f61da7b8bccc78364411812be74c025b475,sha1,2026,https://securelist.com/argamal-rat-distributed-with-hentai-games/119999/,High,argamal,PRIMARY,Kaspersky Securelist Argamal PRIMARY SHA-1 NOT OBSERVED by ETW.,argamal
e05f1767c2a337910ed75e90288838d6d0541164,sha1,2026,https://securelist.com/argamal-rat-distributed-with-hentai-games/119999/,High,argamal,PRIMARY,Kaspersky Securelist Argamal PRIMARY SHA-1 NOT OBSERVED by ETW.,argamal
e815a9b418d09c2d4bcd074c2c0bc21406eeb22f,sha1,2026,https://securelist.com/argamal-rat-distributed-with-hentai-games/119999/,High,argamal,PRIMARY,Kaspersky Securelist Argamal PRIMARY SHA-1 NOT OBSERVED by ETW.,argamal
