indicator,type,first_seen,source,confidence,family,status,notes,case
795e053a990a1569ffdcb57f48f6d085,md5,unspecified,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,High,noderabbit,PRIMARY,SUPERSEDED_CASE_TAG: RankChallenge-react ZIP is PollCat lure â€” authoritative row POL-IND-0001. Retained for cross-ref only; do not use as NodeRabbit IOC.,noderabbit
plugplay.azurewebsites.net,domain,unspecified,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,High,noderabbit,PRIMARY,Azure/Cloudflare-backed C2 context. Shared cloud IP != actor-owned. agent:servers makes lists perishable. NOT OBSERVED by ETW. Alias NOD-EV in seed pass.,noderabbit
rgbteller.azurewebsites.net,domain,unspecified,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,High,noderabbit,PRIMARY,Azure/Cloudflare-backed C2 context. Shared cloud IP != actor-owned. agent:servers makes lists perishable. NOT OBSERVED by ETW. Alias NOD-EV in seed pass.,noderabbit
wslwebui.azurewebsites.net,domain,unspecified,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,High,noderabbit,PRIMARY,Azure/Cloudflare-backed C2 context. Shared cloud IP != actor-owned. agent:servers makes lists perishable. NOT OBSERVED by ETW. Alias NOD-EV in seed pass.,noderabbit
visitfinancedentists.com,domain,unspecified,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,High,noderabbit,PRIMARY,Azure/Cloudflare-backed C2 context. Shared cloud IP != actor-owned. agent:servers makes lists perishable. NOT OBSERVED by ETW. Alias NOD-EV in seed pass.,noderabbit
kyrasey-f8hfexa5cqamh7fk.westeurope-01.azurewebsites.net,domain,unspecified,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,High,noderabbit,PRIMARY,Azure/Cloudflare-backed C2 context. Shared cloud IP != actor-owned. agent:servers makes lists perishable. NOT OBSERVED by ETW. Alias NOD-EV in seed pass.,noderabbit
healthcomfsdpower.com,domain,unspecified,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,High,noderabbit,PRIMARY,Azure/Cloudflare-backed C2 context. Shared cloud IP != actor-owned. agent:servers makes lists perishable. NOT OBSERVED by ETW. Alias NOD-EV in seed pass.,noderabbit
naturalapplication.azurewebsites.net,domain,unspecified,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,High,noderabbit,PRIMARY,Azure/Cloudflare-backed C2 context. Shared cloud IP != actor-owned. agent:servers makes lists perishable. NOT OBSERVED by ETW. Alias NOD-EV in seed pass.,noderabbit
retaildemo.azurewebsites.net,domain,unspecified,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,High,noderabbit,PRIMARY,Azure/Cloudflare-backed C2 context. Shared cloud IP != actor-owned. agent:servers makes lists perishable. NOT OBSERVED by ETW. Alias NOD-EV in seed pass.,noderabbit
tubitak.azurewebsites.net,domain,unspecified,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,High,noderabbit,PRIMARY,Azure/Cloudflare-backed C2 context. Shared cloud IP != actor-owned. agent:servers makes lists perishable. NOT OBSERVED by ETW. Alias NOD-EV in seed pass.,noderabbit
crossdwm.azurewebsites.net,domain,unspecified,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,High,noderabbit,PRIMARY,Azure/Cloudflare-backed C2 context. Shared cloud IP != actor-owned. agent:servers makes lists perishable. NOT OBSERVED by ETW. Alias NOD-EV in seed pass.,noderabbit
wdisystem.azurewebsites.net,domain,unspecified,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,High,noderabbit,PRIMARY,Azure/Cloudflare-backed C2 context. Shared cloud IP != actor-owned. agent:servers makes lists perishable. NOT OBSERVED by ETW. Alias NOD-EV in seed pass.,noderabbit
wslmenus.azurewebsites.net,domain,unspecified,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,High,noderabbit,PRIMARY,Azure/Cloudflare-backed C2 context. Shared cloud IP != actor-owned. agent:servers makes lists perishable. NOT OBSERVED by ETW. Alias NOD-EV in seed pass.,noderabbit
dnshnsdev.azurewebsites.net,domain,unspecified,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,High,noderabbit,PRIMARY,Azure/Cloudflare-backed C2 context. Shared cloud IP != actor-owned. agent:servers makes lists perishable. NOT OBSERVED by ETW. Alias NOD-EV in seed pass.,noderabbit
hpjumpsrv.azurewebsites.net,domain,unspecified,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,High,noderabbit,PRIMARY,Azure/Cloudflare-backed C2 context. Shared cloud IP != actor-owned. agent:servers makes lists perishable. NOT OBSERVED by ETW. Alias NOD-EV in seed pass.,noderabbit
storview.azurewebsites.net,domain,unspecified,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,High,noderabbit,PRIMARY,Azure/Cloudflare-backed C2 context. Shared cloud IP != actor-owned. agent:servers makes lists perishable. NOT OBSERVED by ETW. Alias NOD-EV in seed pass.,noderabbit
msmanagementgrp.com,domain,unspecified,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,High,noderabbit,PRIMARY,Azure/Cloudflare-backed C2 context. Shared cloud IP != actor-owned. agent:servers makes lists perishable. NOT OBSERVED by ETW. Alias NOD-EV in seed pass.,noderabbit
msmanagementgrpmedia.com,domain,unspecified,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,High,noderabbit,PRIMARY,Azure/Cloudflare-backed C2 context. Shared cloud IP != actor-owned. agent:servers makes lists perishable. NOT OBSERVED by ETW. Alias NOD-EV in seed pass.,noderabbit
healthful-hub.com,domain,2026-07-03,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,Moderate,noderabbit,PRIMARY,Kaspersky pattern-based additional Mirage Kitten asset (NameCheap). Not sample-bound to NodeRabbit implant. NOT OBSERVED ownership.,noderabbit
neumedicahealthcare.com,domain,2026-07-03,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,Moderate,noderabbit,PRIMARY,Pattern-based additional asset. ASSOCIATION_ONLY until sample linkage.,noderabbit
optimumhealthcredit.com,domain,2026-07-03,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,Moderate,noderabbit,PRIMARY,Pattern-based additional asset.,noderabbit
healthfullyrecipes.com,domain,2026-06-30,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,Moderate,noderabbit,PRIMARY,Pattern-based additional asset.,noderabbit
refreshhealthandwellness.com,domain,2026-06-09,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,Moderate,noderabbit,PRIMARY,Pattern-based additional asset.,noderabbit
healthvitalitycare.com,domain,2026-05-18,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,Moderate,noderabbit,PRIMARY,Pattern-based additional asset.,noderabbit
aceofspadesmanagement.com,domain,2026-05-18,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,Moderate,noderabbit,PRIMARY,Pattern-based additional asset.,noderabbit
glmediaagency.com,domain,2026-05-18,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,Moderate,noderabbit,PRIMARY,Pattern-based additional asset.,noderabbit
digimediaskill.com,domain,2026-05-18,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,Moderate,noderabbit,PRIMARY,Pattern-based additional asset.,noderabbit
healthyweightplan.com,domain,2026-05-18,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,Moderate,noderabbit,PRIMARY,Pattern-based additional asset.,noderabbit
mens-health-online.com,domain,2026-05-15,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,Moderate,noderabbit,PRIMARY,Pattern-based additional asset.,noderabbit
123289b3680c1d693db0e3702137cc55862dbe8b9a34376bcdf08bd0514b98e7,sha256,unspecified,https://blog.polyswarm.io/the-job-offer-has-claws-mirage-kitten-deploys-noderabbit-and-pollcat,Moderate,noderabbit,PRIMARY,PolySwarm-published NodeRabbit-associated sample. NOT confirmed MD5 map for Front-Technical-Challenge.zip.,noderabbit
307ce2448211a5f5d122643f2a739aff33ede72c1858518c8de098f3148bbd00,sha256,unspecified,https://blog.polyswarm.io/the-job-offer-has-claws-mirage-kitten-deploys-noderabbit-and-pollcat,Moderate,noderabbit,PRIMARY,PolySwarm-published NodeRabbit-associated sample. NOT confirmed MD5 map for Front-Technical-Challenge.zip.,noderabbit
colorized_terminal@2.1.0,package_name,unspecified,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,High,noderabbit,PRIMARY,Locally bundled trojanized npm; registry GET 404 OBSERVED_PASSIVE (NRB-PO-0200). Not PollCat.,noderabbit
pretty-log@2.1.0,package_name,unspecified,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,High,noderabbit,PRIMARY,Alternate local launcher; public registry lacks 2.1.0 (NRB-PO-0201). Name collides with unrelated 0.1.0.,noderabbit
node_modules/.cache/.320697f1/index.js,file_path,unspecified,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,High,noderabbit,PRIMARY,Implant launch path from colorized_terminal/pretty-log.,noderabbit
